episode,node_start_id,node_start_oracle_id,oracle_dict,page_hit,activity_hit,fuzzy_pageimg_hit,fuzzy_page_main_uicomps_hit,uicomponent_set,uicomponent_nearFull_hit,uicomponent_keywords_hit,uicomponent_text_hit,uicomp_nearFull_hit_list,uicomp_keywords_hit_list,uicomp_text_hit_list,key_subtasks_total,completed_key_subtasks,pages_exec_total,pages_gen_total,pages_annotated_total,pages_annotated_hit,pages_no_annotation_nor_gen_total,assertion_states_exec_total,assertion_states_gen_total,assertion_states_annotated_total,assertion_states_annotated_hit,assertion_states_no_annotation_nor_gen_total,page_precision,page_recall,page_accuracy,page_f1,assertion_precision,assertion_recall,assertion_accuracy,assertion_f1,task_completion_rate
84143002711104077,3,3,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,0,0,0,0,,,,513,110,864,171,110,63,646,901,208,104,26,646,0.3684,0.5727,0.8206,0.4484,0.125,0.25,0.7458,0.1667,0.2144
244629384739303596,2,2,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,0,0,0,0,,,,513,110,864,171,110,63,646,901,208,104,26,646,0.3684,0.5727,0.8206,0.4484,0.125,0.25,0.7458,0.1667,0.2144
601779706200353051,24,24,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,0,0,0,0,,,,513,110,864,171,110,63,646,901,208,104,26,646,0.3684,0.5727,0.8206,0.4484,0.125,0.25,0.7458,0.1667,0.2144
10243782909269828176,4,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",0,0,0,0,0,0,0,0,,,,513,110,864,171,110,63,646,901,208,104,26,646,0.3684,0.5727,0.8206,0.4484,0.125,0.25,0.7458,0.1667,0.2144
10609424558081693691,5,5,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.FUZZY: 'fuzzy'>: ['-1'], <EssentialStateKeyword.EXACT: 'exact'>: ['17']})",1,1,0,1,1,1,1,1,17,17,17,513,110,864,171,110,63,646,901,208,104,26,646,0.3684,0.5727,0.8206,0.4484,0.125,0.25,0.7458,0.1667,0.2144
11274761796981573687,4,4,"defaultdict(<class 'list'>, {<EssentialStateKeyword.EXACT: 'exact'>: ['3'], <EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,1,0,0,0,,,,513,110,864,171,110,63,646,901,208,104,26,646,0.3684,0.5727,0.8206,0.4484,0.125,0.25,0.7458,0.1667,0.2144
12144795137008029716,0,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.CHECK_INSTALL: 'check_install'>: ['Facebook']})",0,0,0,0,0,0,0,0,,,,513,110,864,171,110,63,646,901,208,104,26,646,0.3684,0.5727,0.8206,0.4484,0.125,0.25,0.7458,0.1667,0.2144
12321418230619720863,6,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.FUZZY: 'fuzzy'>: ['0']})",0,0,0,0,1,0,0,0,,,,513,110,864,171,110,63,646,901,208,104,26,646,0.3684,0.5727,0.8206,0.4484,0.125,0.25,0.7458,0.1667,0.2144
13447984195116136702,7,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.FUZZY: 'fuzzy'>: ['0']})",0,0,0,0,1,0,0,0,,,,513,110,864,171,110,63,646,901,208,104,26,646,0.3684,0.5727,0.8206,0.4484,0.125,0.25,0.7458,0.1667,0.2144
1359994677477286277,0,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.CHECK_INSTALL: 'check_install'>: ['Spotify']})",0,0,0,0,0,0,0,0,,,,513,110,864,171,110,63,646,901,208,104,26,646,0.3684,0.5727,0.8206,0.4484,0.125,0.25,0.7458,0.1667,0.2144
