episode,node_start_id,node_start_oracle_id,oracle_dict,page_hit,activity_hit,fuzzy_pageimg_hit,fuzzy_page_main_uicomps_hit,uicomponent_set,uicomponent_nearFull_hit,uicomponent_keywords_hit,uicomponent_text_hit,uicomp_nearFull_hit_list,uicomp_keywords_hit_list,uicomp_text_hit_list,key_subtasks_total,completed_key_subtasks,pages_exec_total,pages_gen_total,pages_annotated_total,pages_annotated_hit,pages_no_annotation_nor_gen_total,assertion_states_exec_total,assertion_states_gen_total,assertion_states_annotated_total,assertion_states_annotated_hit,assertion_states_no_annotation_nor_gen_total,page_precision,page_recall,page_accuracy,page_f1,assertion_precision,assertion_recall,assertion_accuracy,assertion_f1,task_completion_rate
84143002711104077,3,3,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,0,0,0,0,,,,516,100,742,155,100,61,548,772,185,97,22,548,0.3935,0.61,0.8208,0.4784,0.1189,0.2268,0.7383,0.156,0.1938
244629384739303596,2,2,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,0,0,0,0,,,,516,100,742,155,100,61,548,772,185,97,22,548,0.3935,0.61,0.8208,0.4784,0.1189,0.2268,0.7383,0.156,0.1938
10243782909269828176,3,3,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,0,0,0,0,,,,516,100,742,155,100,61,548,772,185,97,22,548,0.3935,0.61,0.8208,0.4784,0.1189,0.2268,0.7383,0.156,0.1938
10609424558081693691,5,5,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.FUZZY: 'fuzzy'>: ['-1'], <EssentialStateKeyword.EXACT: 'exact'>: ['17']})",1,1,0,1,1,1,1,1,17,17,17,516,100,742,155,100,61,548,772,185,97,22,548,0.3935,0.61,0.8208,0.4784,0.1189,0.2268,0.7383,0.156,0.1938
11274761796981573687,4,4,"defaultdict(<class 'list'>, {<EssentialStateKeyword.EXACT: 'exact'>: ['3'], <EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,1,0,0,0,,,,516,100,742,155,100,61,548,772,185,97,22,548,0.3935,0.61,0.8208,0.4784,0.1189,0.2268,0.7383,0.156,0.1938
12144795137008029716,0,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.CHECK_INSTALL: 'check_install'>: ['Facebook']})",0,0,0,0,0,0,0,0,,,,516,100,742,155,100,61,548,772,185,97,22,548,0.3935,0.61,0.8208,0.4784,0.1189,0.2268,0.7383,0.156,0.1938
12321418230619720863,9,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.FUZZY: 'fuzzy'>: ['0']})",0,0,0,0,1,0,0,0,,,,516,100,742,155,100,61,548,772,185,97,22,548,0.3935,0.61,0.8208,0.4784,0.1189,0.2268,0.7383,0.156,0.1938
13447984195116136702,10,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.FUZZY: 'fuzzy'>: ['0']})",0,0,0,0,1,0,0,0,,,,516,100,742,155,100,61,548,772,185,97,22,548,0.3935,0.61,0.8208,0.4784,0.1189,0.2268,0.7383,0.156,0.1938
1359994677477286277,0,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.CHECK_INSTALL: 'check_install'>: ['Spotify']})",0,0,0,0,0,0,0,0,,,,516,100,742,155,100,61,548,772,185,97,22,548,0.3935,0.61,0.8208,0.4784,0.1189,0.2268,0.7383,0.156,0.1938
8220998894041399258,3,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.FUZZY: 'fuzzy'>: ['0']})",0,0,0,0,1,0,0,0,,,,516,100,742,155,100,61,548,772,185,97,22,548,0.3935,0.61,0.8208,0.4784,0.1189,0.2268,0.7383,0.156,0.1938
6920892466294256415,2,2,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,0,0,0,0,,,,516,100,742,155,100,61,548,772,185,97,22,548,0.3935,0.61,0.8208,0.4784,0.1189,0.2268,0.7383,0.156,0.1938
615146254683807741,7,7,"defaultdict(<class 'list'>, {<EssentialStateKeyword.EXACT: 'exact'>: ['0'], <EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,1,1,1,1,0,0,0,516,100,742,155,100,61,548,772,185,97,22,548,0.3935,0.61,0.8208,0.4784,0.1189,0.2268,0.7383,0.156,0.1938
